TurId;Dato;Fylke;Område;Kommune;Holdeplass_Fra;Holdeplass_Til;Linjetype;Linjefylke;Linjenavn;Linjeretning;Tidspunkt_Faktisk_Ankomst_Holdeplass_Fra;Tidspunkt_Faktisk_Avgang_Holdeplass_Fra;Tidspunkt_Planlagt_Ankomst_Holdeplass_Fra;Tidspunkt_Planlagt_Avgang_Holdeplass_Fra;Kjøretøy_Kapasitet;Passasjerer_Ombord
42005-2020-07-26T17:16:00+02:00;26/07/2020;Viken;Nordøst;Ullensaker;SAS tekniske Dir=1;Fridtjof Nansens veg (Gardermoen øst ) Dir=1;Lokal;Viken;420;0;17:53:36;17:53:42;17:53:00;17:53:00;106;5
16011-2020-08-06T06:56:00+02:00;06/08/2020;Viken;Vest;Bærum;Evje;Sandvika bussterminal (Plattform 2);Lokal;Viken;160;0;07:16:15;07:16:23;07:14:00;07:14:00;112;5
16002-2020-07-23T13:41:00+02:00;23/07/2020;Viken;Vest;Bærum;Hauger  (Bærum) (mot sentrum);Toppåsveien;Lokal;Viken;160;0;13:54:06;13:54:13;13:54:00;13:54:00;112;10
42003-2020-08-22T22:46:00+02:00;22/08/2020;Viken;Nordøst;Ullensaker;Rensevegen;Brages veg (Ullensaker);Lokal;Viken;420;0;23:37:59;23:38:01;23:37:00;23:37:00;106;6
42004-2020-07-24T11:02:00+02:00;24/07/2020;Viken;Nordøst;Ullensaker;Rensevegen;Brudalen;Lokal;Viken;420;1;11:14:07;11:14:09;11:13:00;11:13:00;106;2
27016-2020-08-29T18:37:00+02:00;29/08/2020;Viken;Vest;Asker;Måsankroken;Måsan;Lokal;Viken;280;1;18:42:28;18:42:30;18:42:00;18:42:00;70;9
42001-2020-07-27T12:02:00+02:00;27/07/2020;Viken;Nordøst;Nannestad;Dalset;Bjerkesenteret;Lokal;Viken;420;1;12:49:07;12:49:13;12:48:00;12:48:00;106;-1
45008-2020-08-14T17:49:00+02:00;14/08/2020;Viken;Nordøst;Ullensaker;Nybakk (I Vettalsvegen);Dalstua;Lokal;Viken;460;1;18:03:58;18:04:03;18:03:00;18:03:00;106;0
39010-2020-07-25T15:06:00+02:00;25/07/2020;Oslo;Indre By;Grünerløkka;Rosenhoff (buss mot sentrum);Carl Berners plass (buss mot sentrum) (plf F);Lokal;Viken;390;0;15:55:17;15:55:43;15:55:00;15:55:00;115;28
39013-2020-06-23T07:55:00+02:00;23/06/2020;Viken;Nordøst;Nittedal;Strøm bru;Søndre Åneby;Lokal;Viken;390;1;08:44:53;08:44:56;08:43:00;08:43:00;112;5
23002-2020-08-21T21:17:00+02:00;21/08/2020;Viken;Vest;Bærum;Eiksmarka T (mot Østerås);Niels Leuchs vei  (mot Østerås);Lokal;Viken;230;1;21:29:23;21:29:57;21:27:00;21:27:00;69;1
55010-2020-08-10T21:05:00+02:00;10/08/2020;Oslo;Indre By;Gamle Oslo;Bjørvika (buss mot vest);Oslo bussterminal (Plf B4);Lokal;Viken;550;0;22:02:56;22:02:56;22:03:00;22:03:00;80;5
7404-2020-07-16T12:08:00+02:00;16/07/2020;Oslo;Sør;Nordstrand;Åsliveien  (mot Karlsrud);Skogholtveien  (mot Karlsrud);Lokal;Oslo;74;0;12:25:50;12:26:07;12:25:00;12:25:00;72;-2
39007-2020-07-16T10:23:00+02:00;16/07/2020;Viken;Nordøst;Lillestrøm;Hellerud;Lahaugmoen;Lokal;Viken;385;1;10:52:18;10:52:22;10:50:00;10:50:00;115;3
39031-2020-06-05T17:55:00+02:00;05/06/2020;Viken;Nordøst;Nittedal;Rotnes;Rotnes sag;Lokal;Viken;390;1;18:42:46;18:42:50;18:41:00;18:41:00;112;2
39001-2020-08-10T15:18:00+02:00;10/08/2020;Viken;Nordøst;Nittedal;Markerud;Hagan;Lokal;Viken;390;0;15:45:21;15:45:53;15:45:00;15:45:00;115;17
39009-2020-07-17T13:18:00+02:00;17/07/2020;Oslo;Nordøst;Bjerke;Rødtvet  (mot Veitvet);Veitvet  (mot Bjerke);Lokal;Viken;390;0;14:07:27;14:07:51;14:00:00;14:00:00;115;31
34018-2020-08-24T06:30:00+02:00;24/08/2020;Viken;Nordøst;Rælingen;Rælingen rådhus;Dovre fabrikker;Lokal;Viken;330;0;06:32:13;06:32:22;06:31:00;06:31:00;105;0
38023-2020-07-28T14:36:00+02:00;28/07/2020;Oslo;Nordøst;Bjerke;Veitvet  (mot Bjerke);Linderudsletta  (mot Brobekk);Lokal;Viken;390;0;15:17:13;15:17:19;15:16:00;15:16:00;115;22
3710-2020-06-30T08:43:00+02:00;30/06/2020;Oslo;Indre By;Sagene;Advokat Dehlis plass  (mot Bentsebrua);Arendalsgata  (mot Sagene);Lokal;Oslo;37;0;08:47:48;08:48:13;08:48:00;08:48:00;106;2
55031-2020-08-19T16:05:00+02:00;19/08/2020;Viken;Sør;Enebakk;Bøhler;Barbøl;Lokal;Viken;550;0;16:11:06;16:11:08;16:07:00;16:07:00;80;1
38003-2020-07-23T17:55:00+02:00;23/07/2020;Oslo;Nordøst;Grorud;Rødtvet  (mot Kalbakken);Flaen  (mot Grorud);Lokal;Viken;390;1;18:15:14;18:15:36;18:14:00;18:14:00;115;14
38001-2020-07-09T17:36:00+02:00;09/07/2020;Viken;Nordøst;Nittedal;Rudstein;Hauger;Lokal;Viken;390;0;17:57:26;17:57:30;17:57:00;17:57:00;115;8
23008-2020-08-05T06:17:00+02:00;05/08/2020;Viken;Vest;Bærum;Ekeberg;Dragveien;Lokal;Viken;230;1;06:52:48;06:52:54;06:53:00;06:53:00;69;-3
38012-2020-07-08T22:24:00+02:00;08/07/2020;Viken;Nordøst;Nittedal;Kirkeby;Rudstein;Lokal;Viken;385;0;22:30:07;22:30:13;22:30:00;22:30:00;115;-1
55008-2020-08-07T12:15:00+02:00;07/08/2020;Oslo;Sør;Søndre Nordstrand;Store Stensrud;Hanåveien;Lokal;Viken;550;1;12:41:15;12:41:19;12:37:00;12:37:00;80;-10
36506-2020-07-09T07:43:00+02:00;09/07/2020;Viken;Nordøst;Lillestrøm;Tårnvegen;Sennerud;Lokal;Viken;366;0;07:47:30;07:47:34;07:47:00;07:47:00;75;1
49005-2020-08-24T21:30:00+02:00;24/08/2020;Viken;Nordøst;Lillestrøm;Klokkerud;Skjønhaug i Fet;Lokal;Viken;490;1;21:48:44;21:48:47;21:48:00;21:48:00;106;7
3109-2020-08-12T00:16:00+02:00;11/08/2020;Oslo;Indre By;Grünerløkka;Carl Berners plass (buss mot Sinsen) (plf C);Rosenhoff (buss mot Sinsen);Lokal;Oslo;31;0;24:56:13;24:56:42;24:56:00;24:56:00;151;10
3103-2020-07-13T11:40:00+02:00;13/07/2020;Oslo;Indre By;Frogner;Solli (buss mot vest);Frogner kirke  (mot Olav Kyrres plass);Lokal;Oslo;31;1;12:13:20;12:14:03;12:12:00;12:12:00;151;13
3122-2020-08-10T18:12:00+02:00;10/08/2020;Oslo;Nordøst;Bjerke;Aker sykehus  (mot Sinsen);Sinsenkrysset  (fra Aker sykehus) (plf F);Lokal;Oslo;31;1;18:30:32;18:30:58;18:27:00;18:27:00;151;19
3101-2020-08-14T03:15:00+02:00;14/08/2020;Oslo;Nordøst;Grorud;Kalbakkveien  (mot Veitvet);Rødtvet  (mot Veitvet);Lokal;Oslo;31;1;03:19:30;03:19:36;03:19:00;03:19:00;151;0
24011-2020-07-27T22:23:00+02:00;27/07/2020;Viken;Vest;Bærum;Haslum terrasse;Haslum kirke;Lokal;Viken;220;0;22:34:49;22:34:55;22:33:00;22:33:00;69;2
3105-2020-07-21T22:56:00+02:00;21/07/2020;Oslo;Vest;Ullern;Maritim  (mot Skøyen);Skøyen stasjon  (i Drammensv. mot sentrum) (plf E);Lokal;Oslo;31;0;23:05:59;23:06:06;23:05:00;23:05:00;151;0
3101-2020-08-11T12:27:00+02:00;11/08/2020;Viken;Vest;Bærum;IT Fornebu (fiktivt pkt ifm. arrangement);Telenor Fornebu  (bakerst mot Lysaker);Lokal;Oslo;31;0;12:30:55;12:31:21;12:28:00;12:28:00;151;5
15009-2020-08-07T07:45:00+02:00;07/08/2020;Oslo;Indre By;Gamle Oslo;Oslo bussterminal (Plf A18);Hammersborggata (ved Storgata retning vest);Lokal;Viken;150;1;07:40:10;07:46:50;07:45:00;07:45:00;112;1
3111-2020-07-21T13:00:00+02:00;21/07/2020;Oslo;Nordøst;Bjerke;Linderudsletta  (mot Tonsenhagen);Kolåsbakken  (mot Tonsenhagen);Lokal;Oslo;31;1;13:10:46;13:11:22;13:07:00;13:07:00;151;2
3103-2020-08-22T13:00:00+02:00;22/08/2020;Oslo;Nordøst;Bjerke;Rødtvet  (mot Veitvet);Veitvet  (mot Bjerke);Lokal;Oslo;31;1;13:05:50;13:06:20;13:05:00;13:05:00;151;9
3106-2020-08-16T23:58:00+02:00;16/08/2020;Oslo;Indre By;Sentrum;Wessels plass (mot Nationaltheatret);Nationaltheatret  (plf A mot vest );Lokal;Oslo;31;1;24:35:21;24:35:34;24:35:00;24:35:00;151;0
15006-2020-08-27T12:39:00+02:00;27/08/2020;Viken;Vest;Bærum;Knabberudveien;Stein gård;Lokal;Viken;150;0;12:50:24;12:50:28;12:50:00;12:50:00;112;0
3106-2020-08-30T13:38:00+02:00;30/08/2020;Oslo;Vest;Ullern;Maritim  (mot Vækerø);Vækerø  (E18 på nordsiden mot Lysaker);Lokal;Oslo;31;1;14:33:01;14:33:25;14:30:00;14:30:00;151;0
3122-2020-08-25T10:36:00+02:00;25/08/2020;Viken;Vest;Bærum;Langoddveien  (mot Snarøya);Halden  (mot Snarøya);Lokal;Oslo;31;1;11:40:58;11:41:05;11:37:00;11:37:00;151;0
49002-2020-07-03T20:18:00+02:00;03/07/2020;Viken;Sør;Indre Østfold;Hvammer;Lund;Lokal;Viken;490;0;20:31:57;20:31:59;20:29:00;20:29:00;106;0
3119-2020-07-11T11:28:00+02:00;11/07/2020;Oslo;Nordøst;Bjerke;Sinsenkrysset  (mot Aker sykehus) (plf E);Aker sykehus  (mot Bjerke);Lokal;Oslo;31;0;12:14:50;12:15:02;12:16:00;12:16:00;151;5
15004-2020-07-29T06:33:00+02:00;29/07/2020;Viken;Vest;Bærum;Øvre Toppenhaug;Nedre Toppenhaug;Lokal;Viken;150;1;07:12:29;07:13:00;07:11:00;07:11:00;112;-1
12009-2020-07-16T14:51:00+02:00;16/07/2020;Viken;Nordøst;Lørenskog;Finstadlia;Nesåsen snuplass;Lokal;Viken;120;1;15:18:43;15:18:47;15:17:00;15:17:00;72;0
55002-2020-07-18T09:00:00+02:00;18/07/2020;Viken;Nordøst;Rælingen;Skjønberg;Grinitajet;Lokal;Viken;350;1;09:29:59;09:30:03;09:33:00;09:33:00;80;7
55006-2020-06-13T13:30:00+02:00;13/06/2020;Viken;Sør;Enebakk;Enebakk kirke (Plattform 1);Løkengarasjen;Lokal;Viken;350;1;:;13:32:09;13:30:00;13:30:00;80;0
55008-2020-07-07T14:30:00+02:00;07/07/2020;Viken;Nordøst;Rælingen;Tomter;Fjellstadfeltet;Lokal;Viken;350;0;14:52:02;14:52:03;14:50:00;14:50:00;80;9
55005-2020-07-29T19:00:00+02:00;29/07/2020;Viken;Nordøst;Rælingen;Logn;Aamodt;Lokal;Viken;350;0;19:06:19;19:06:47;19:04:00;19:04:00;80;34
12008-2020-08-07T18:51:00+02:00;07/08/2020;Viken;Nordøst;Lørenskog;Lørenskog stasjon  (mot Lørenskog);Postterminalen øst (i Skårerveien);Lokal;Viken;120;1;19:05:22;19:06:13;19:04:00;19:04:00;72;14
55005-2020-07-09T06:30:00+02:00;09/07/2020;Viken;Sør;Enebakk;Guslund;Løkengarasjen;Lokal;Viken;350;0;07:16:29;07:16:31;07:14:00;07:14:00;80;3
55002-2020-08-23T11:00:00+02:00;23/08/2020;Viken;Nordøst;Rælingen;Smestad skole;Engerhagan;Lokal;Viken;350;0;11:14:21;11:14:23;11:13:00;11:13:00;80;5
55027-2020-08-28T07:00:00+02:00;28/08/2020;Viken;Sør;Enebakk;Solberg;Vaslestad;Lokal;Viken;350;1;07:05:03;07:05:07;07:04:00;07:04:00;80;5
49002-2020-06-02T05:37:00+02:00;02/06/2020;Viken;Nordøst;Lillestrøm;Krokedal;Smådal;Ekspress;Viken;490E;0;05:57:57;05:58:03;05:58:00;05:58:00;106;3
12008-2020-06-02T14:41:00+02:00;02/06/2020;Viken;Nordøst;Lørenskog;Vallerudveien;Triaden ( Gamlevn.);Lokal;Viken;315;1;14:45:48;14:48:32;14:45:00;14:45:00;72;3
12012-2020-08-21T20:51:00+02:00;21/08/2020;Viken;Nordøst;Lørenskog;Skogveien;Haralds vei;Lokal;Viken;120;1;21:08:28;21:08:38;21:08:00;21:08:00;72;6
12013-2020-07-09T16:08:00+02:00;09/07/2020;Viken;Nordøst;Lørenskog;Rasta senter;Røykås nordre;Lokal;Viken;315;0;16:26:50;16:26:53;16:25:00;16:25:00;72;0
55008-2020-07-09T18:30:00+02:00;09/07/2020;Viken;Nordøst;Rælingen;Nordby skole;Skjønberg;Lokal;Viken;350;1;18:59:44;18:59:48;19:01:00;19:01:00;80;4
12011-2020-07-28T11:13:00+02:00;28/07/2020;Oslo;Nordøst;Stovner;Øvre Fossum  (mot Stovner T);Stovner T (i Fossumveien);Lokal;Viken;120;0;11:37:27;11:37:32;11:37:00;11:37:00;72;8
55016-2020-06-19T06:55:00+02:00;19/06/2020;Viken;Nordøst;Rælingen;Engerhagan;Smestad skole;Lokal;Viken;350;1;07:14:18;07:15:08;07:16:00;07:16:00;80;7
12009-2020-06-01T14:28:00+02:00;01/06/2020;Oslo;Nordøst;Stovner;Øvre Fossum  (mot Stovner T);Stovner T (i Fossumveien);Lokal;Viken;120;0;14:53:21;14:53:55;14:52:00;14:52:00;72;7
55006-2020-07-16T13:00:00+02:00;16/07/2020;Viken;Sør;Enebakk;Rud;Flateby boligfelt;Lokal;Viken;350;1;13:25:17;13:25:21;13:22:00;13:22:00;80;15
12005-2020-06-06T08:08:00+02:00;06/06/2020;Viken;Nordøst;Lørenskog;Rasta skole;Vallerudlia;Lokal;Viken;315;0;08:25:07;08:25:15;08:24:00;08:24:00;72;-1
39004-2020-07-04T09:23:00+02:00;04/07/2020;Viken;Nordøst;Lillestrøm;Strømmen storsenter;Strømmen stasjon (Plattform 1);Lokal;Viken;385;1;09:33:50;09:34:26;09:34:00;09:34:00;115;-1
55008-2020-08-30T19:15:00+02:00;30/08/2020;Viken;Sør;Enebakk;Enebakk sykehjem;Myhra;Lokal;Viken;550;1;20:09:12;20:09:15;20:06:00;20:06:00;80;5
3722-2020-08-21T06:22:00+02:00;21/08/2020;Oslo;Indre By;Gamle Oslo;Harald Hårdrådes plass  (mot Galgeberg);Galgeberg  (mot Etterstad);Lokal;Oslo;37;0;06:59:56;07:00:07;06:51:00;06:51:00;106;1
55002-2020-06-03T16:35:00+02:00;03/06/2020;Oslo;Sør;Nordstrand;Kronveien  (fra Hauketo);Ingiers vei  (mot Vølund);Lokal;Viken;550;0;17:22:00;17:22:08;17:20:00;17:20:00;80;6
39005-2020-06-08T19:25:00+02:00;08/06/2020;Viken;Nordøst;Nittedal;Hagan;Markerud;Lokal;Viken;390;1;20:01:09;20:01:33;19:59:00;19:59:00;115;-5
55030-2020-06-22T15:05:00+02:00;22/06/2020;Oslo;Sør;Søndre Nordstrand;Hanåveien;Lille Stensrud;Lokal;Viken;550;1;15:31:31;15:31:35;15:28:00;15:28:00;80;12
55004-2020-08-24T19:15:00+02:00;24/08/2020;Viken;Sør;Enebakk;Råken;Vik;Lokal;Viken;550;1;19:56:26;19:56:52;19:54:00;19:54:00;80;12
55007-2020-07-15T19:45:00+02:00;15/07/2020;Oslo;Sør;Nordstrand;Nordstrand bad  (fra sentrum);Vølund (fra sentrum);Lokal;Viken;550;1;19:55:55;19:56:01;19:54:00;19:54:00;80;9
23008-2020-08-17T11:47:00+02:00;17/08/2020;Viken;Vest;Bærum;Odds vei;Hosleveien;Lokal;Viken;230;1;12:11:04;12:11:08;12:08:00;12:08:00;69;13
55002-2020-07-30T18:05:00+02:00;30/07/2020;Viken;Sør;Nordre Follo;Sørmarka;Rolandsveien;Lokal;Viken;550;0;18:36:21;18:36:23;18:36:00;18:36:00;80;1
7403-2020-08-08T18:34:00+02:00;08/08/2020;Oslo;Sør;Nordstrand;Skogholtveien  (mot Holtet);Åsliveien  (mot Holtet);Lokal;Oslo;74;1;18:48:41;18:48:52;18:48:00;18:48:00;72;8
39022-2020-08-07T07:25:00+02:00;07/08/2020;Oslo;Indre By;Sentrum;Oslo bussterminal (Plf C2);Hausmanns bru (fra sentrum);Lokal;Viken;390;1;07:10:00;07:18:00;07:25:00;07:25:00;115;0
39022-2020-07-20T09:55:00+02:00;20/07/2020;Viken;Nordøst;Nittedal;Markerud;Slattum;Lokal;Viken;390;1;10:29:37;10:29:55;10:29:00;10:29:00;112;5
55026-2020-06-29T08:45:00+02:00;29/06/2020;Viken;Sør;Enebakk;Vågvann;Skovheim;Lokal;Viken;550;1;:;09:29:56;09:26:00;09:26:00;80;2
39024-2020-07-13T20:18:00+02:00;13/07/2020;Viken;Nordøst;Nittedal;Hakadals verk;Hakadal stasjon;Lokal;Viken;390;0;20:24:03;20:24:11;20:22:00;20:22:00;115;0
7403-2020-06-21T08:08:00+02:00;21/06/2020;Oslo;Sør;Nordstrand;Karlsrud  (mot Oberst Rodes vei);Mylskerudveien  (mot Munkerud);Lokal;Oslo;74;0;08:29:18;08:29:27;08:27:00;08:27:00;72;-3
39012-2020-06-20T13:48:00+02:00;20/06/2020;Viken;Nordøst;Nittedal;Elnesveien;Herzeth;Lokal;Viken;390;0;13:48:46;13:48:56;13:49:00;13:49:00;115;1
47014-2020-07-31T17:09:00+02:00;31/07/2020;Viken;Nordøst;Aurskog-Høland;Øia;Aurskog stasjon (Langs Rv.170);Ekspress;Viken;470E;1;17:52:11;17:52:21;17:51:00;17:51:00;106;3
7401-2020-07-23T14:48:00+02:00;23/07/2020;Oslo;Sør;Nordstrand;Bakkerudveien  (mot Munkerud);Freidigveien  (mot Munkerud);Lokal;Oslo;74;0;15:10:08;15:10:30;15:10:00;15:10:00;72;1
16010-2020-08-24T11:42:00+02:00;24/08/2020;Viken;Vest;Bærum;Glassverkveien;Solvikveien (i Sandviksveien);Lokal;Viken;160;1;12:07:26;12:07:49;12:07:00;12:07:00;112;4
21502-2020-08-09T07:25:00+02:00;09/08/2020;Viken;Vest;Bærum;Sykehusveien;Vallerveien;Lokal;Viken;215A;0;07:42:43;07:42:48;07:46:00;07:46:00;112;1
38016-2020-06-08T17:30:00+02:00;08/06/2020;Oslo;Nordøst;Alna;Trosterud  (E6 mot Furuset);Furuset skole  (sydsiden E6 fra sentrum);Ekspress;Viken;115E;1;17:33:57;17:34:03;17:34:00;17:34:00;115;6
16012-2020-08-13T15:06:00+02:00;13/08/2020;Viken;Vest;Bærum;Sykehusveien;Vallerveien;Lokal;Viken;160;0;15:24:41;15:25:12;15:22:00;15:22:00;112;13
16008-2020-08-13T18:22:00+02:00;13/08/2020;Viken;Vest;Bærum;Saubakken;Otto Rykkinds vei;Lokal;Viken;160;1;19:15:44;19:15:50;19:16:00;19:16:00;112;2
12502-2020-06-16T17:50:00+02:00;16/06/2020;Viken;Nordøst;Lørenskog;Rolvsrud (i Løkåsvn.);Skåreråsen;Ekspress;Viken;125E;1;18:05:09;18:05:33;18:03:00;18:03:00;76;3
27051-2020-08-07T11:57:00+02:00;07/08/2020;Viken;Vest;Asker;Drengsrud skole;Måsankroken;Lokal;Viken;280;1;12:01:41;12:01:47;12:02:00;12:02:00;70;4
42011-2020-06-18T12:07:00+02:00;18/06/2020;Viken;Nordøst;Nannestad;Kløvberget;Holkebylia;Lokal;Viken;420;0;12:06:50;12:07:36;12:07:00;12:07:00;106;0
42001-2020-06-28T03:46:00+02:00;28/06/2020;Viken;Nordøst;Nannestad;Stensethagan;Maurakrysset;Lokal;Viken;420;0;03:56:26;03:56:32;03:54:00;03:54:00;106;0
42007-2020-06-11T00:32:00+02:00;10/06/2020;Viken;Nordøst;Nannestad;Orrhanevegen;Holkebylia;Lokal;Viken;420;1;25:25:49;25:25:52;25:22:00;25:22:00;106;0
42004-2020-06-21T14:16:00+02:00;21/06/2020;Viken;Nordøst;Nannestad;Nøtteskrikevegen;Dalset;Lokal;Viken;420;0;14:27:46;14:28:14;14:28:00;14:28:00;106;3
38016-2020-06-23T06:27:00+02:00;23/06/2020;Viken;Nordøst;Lørenskog;Rasta senter;Røykåsveien;Ekspress;Viken;115E;0;06:32:24;06:32:57;06:30:00;06:30:00;115;5
38014-2020-07-13T06:27:00+02:00;13/07/2020;Viken;Nordøst;Lørenskog;Rasta senter;Røykåsveien;Ekspress;Viken;115E;0;06:31:08;06:31:31;06:30:00;06:30:00;115;3
42005-2020-06-27T16:16:00+02:00;27/06/2020;Viken;Nordøst;Nannestad;Røyvegen;Orrhanevegen;Lokal;Viken;420;0;16:21:45;16:21:51;16:20:00;16:20:00;106;2
42003-2020-06-20T15:32:00+02:00;20/06/2020;Viken;Nordøst;Nannestad;Røyvegen;Stensethagan;Lokal;Viken;420;1;16:28:09;16:28:15;16:25:00;16:25:00;106;2
16013-2020-08-04T20:47:00+02:00;04/08/2020;Viken;Vest;Bærum;Kveldsroveien;Strand;Lokal;Viken;160;1;21:10:20;21:10:46;21:08:00;21:08:00;112;5
42002-2020-08-02T15:46:00+02:00;02/08/2020;Viken;Nordøst;Nannestad;Bahusvegen;Nannestad torg (Plattform 2);Lokal;Viken;420;0;16:04:28;16:04:33;16:03:00;16:03:00;106;5
12504-2020-08-18T06:51:00+02:00;18/08/2020;Viken;Nordøst;Lørenskog;Løkenåsfaret;Skåreråsen;Ekspress;Viken;125E;0;06:57:32;06:57:38;06:56:00;06:56:00;76;4
30008-2020-08-24T06:49:00+02:00;24/08/2020;Viken;Nordøst;Lørenskog;Lørenskog sentrum (mv. mot sentrum) (plf D);Furuset skole (Nordsiden E6 mot sentrum);Lokal;Viken;300E;0;06:58:17;06:59:19;06:59:00;06:59:00;106;5
4603-2020-07-20T06:02:00+02:00;20/07/2020;Oslo;Vest;Vestre Aker;Åsly (mot Voksen skog);Grindbakken  (mot Voksen skog);Lokal;Oslo;45;1;06:17:54;06:18:33;06:18:00;06:18:00;71;0
40054-2020-06-04T14:44:00+02:00;04/06/2020;Viken;Nordøst;Lillestrøm;Haugenlia;Veibrån;Lokal;Viken;400;0;14:51:05;14:51:10;14:50:00;14:50:00;106;1
40035-2020-07-22T11:51:00+02:00;22/07/2020;Viken;Nordøst;Lillestrøm;Kjeller bru;Olavsgaard bussterminal (Plattform 4);Lokal;Viken;400;0;:;13:08:26;12:45:00;12:45:00;106;-2
14015-2020-08-18T18:49:00+02:00;18/08/2020;Viken;Vest;Bærum;Nadderudjordet;Hosleveien;Lokal;Viken;140;1;19:19:04;19:19:34;19:18:00;19:18:00;130;6
14015-2020-08-21T12:32:00+02:00;21/08/2020;Viken;Vest;Bærum;Klokkersvingen;Hosle skole;Lokal;Viken;140;0;12:39:52;12:40:17;12:38:00;12:38:00;130;12
40001-2020-06-05T11:52:00+02:00;05/06/2020;Viken;Nordøst;Gjerdrum;Fjellgrinna;Kniplia;Lokal;Viken;400;1;12:42:50;12:42:53;13:07:00;13:07:00;106;6
40031-2020-06-20T08:51:00+02:00;20/06/2020;Viken;Nordøst;Lillestrøm;Haugenlia;Veibrån;Lokal;Viken;400;0;09:41:51;09:41:57;09:40:00;09:40:00;106;14
40036-2020-06-09T11:51:00+02:00;09/06/2020;Viken;Nordøst;Gjerdrum;Asmyr;Bråtasletta (mot Oslo);Lokal;Viken;400;0;12:30:24;12:30:28;12:28:00;12:28:00;106;6
14005-2020-08-03T19:24:00+02:00;03/08/2020;Viken;Vest;Bærum;Niels Leuchs vei  (mot Østerås senter );Østerås senter;Lokal;Viken;140;1;19:41:15;19:41:25;19:40:00;19:40:00;130;7
14003-2020-08-09T13:17:00+02:00;09/08/2020;Viken;Vest;Bærum;Dyrefaret;Bispeveien;Lokal;Viken;140;0;13:26:48;13:26:55;13:22:00;13:22:00;130;2
40033-2020-06-15T12:22:00+02:00;15/06/2020;Oslo;Nordøst;Alna;Teisenkrysset  (fra Helsfyr);Ulvenkrysset  (fra Helsfyr);Lokal;Viken;400;1;12:38:20;12:38:48;12:33:00;12:33:00;106;11
40035-2020-08-17T18:22:00+02:00;17/08/2020;Viken;Nordøst;Lillestrøm;Lund i Brånåsdalen;Veibrån;Lokal;Viken;400;1;18:56:23;18:56:27;19:18:00;19:18:00;106;18
14009-2020-08-12T00:47:00+02:00;11/08/2020;Viken;Vest;Bærum;Dyrefaret;Bispeveien;Lokal;Viken;140;0;24:53:01;24:53:06;24:52:00;24:52:00;130;3
55014-2020-08-20T14:45:00+02:00;20/08/2020;Viken;Sør;Enebakk;Tangen bru for Hastop;Vågsenteret;Skole;Viken;2933;1;14:41:29;14:46:05;14:45:00;14:45:00;80;7
40031-2020-06-20T18:22:00+02:00;20/06/2020;Oslo;Indre By;Sentrum;Oslo bussterminal (Plf C3);Bjørvika (buss mot øst);Lokal;Viken;400;1;18:13:02;18:13:28;18:22:00;18:22:00;106;0
4604-2020-08-26T12:02:00+02:00;26/08/2020;Oslo;Vest;Vestre Aker;Arnebråtveien  (mot Jarbakken);Amagerveien  (mot Jarbakken);Lokal;Oslo;45;1;12:11:50;12:11:57;12:11:00;12:11:00;71;16
14012-2020-08-28T08:37:00+02:00;28/08/2020;Viken;Vest;Bærum;Bjerkelundsveien(i Vollsveien);Jar bru;Lokal;Viken;140;0;09:00:55;09:01:38;09:01:00;09:01:00;130;-2
14013-2020-07-15T13:09:00+02:00;15/07/2020;Viken;Vest;Bærum;Klokkersvingen;Bispeveien;Lokal;Viken;140;1;13:36:17;13:36:38;13:34:00;13:34:00;130;2
40051-2020-08-17T12:19:00+02:00;17/08/2020;Oslo;Nordøst;Alna;Trosterud  (E6 mot Helsfyr);Ulvenkrysset  (mot Helsfyr);Lokal;Viken;400;0;:;12:43:49;13:07:00;13:07:00;106;-2
34038-2020-08-28T12:00:00+02:00;28/08/2020;Viken;Nordøst;Lillestrøm;Prost Holms vei;Vestvollen;Lokal;Viken;345;1;12:29:00;12:29:26;12:24:00;12:24:00;105;1
30011-2020-08-25T07:46:00+02:00;25/08/2020;Oslo;Indre By;Gamle Oslo;Oslo bussterminal (Plf A20);Bjørvika (buss mot øst);Lokal;Viken;300;1;07:45:10;07:46:01;07:46:00;07:46:00;106;0
24002-2020-08-23T08:29:00+02:00;23/08/2020;Viken;Vest;Asker;Hovedgårdsveien;Gråtenveien;Lokal;Viken;265;0;08:54:35;08:54:42;08:54:00;08:54:00;69;1
30012-2020-07-10T14:31:00+02:00;10/07/2020;Oslo;Indre By;Gamle Oslo;Oslo bussterminal (Plf A20);Bjørvika (buss mot øst);Lokal;Viken;300;1;14:25:03;14:29:31;14:31:00;14:31:00;106;1
43118-2020-06-15T13:15:00+02:00;15/06/2020;Viken;Nordøst;Eidsvoll;Hoelseter;Storbråteveien;Skole;Viken;3731;1;13:27:31;13:27:57;13:27:00;13:27:00;71;8
30010-2020-08-18T06:44:00+02:00;18/08/2020;Oslo;Nordøst;Alna;Trosterud  (E6 mot Helsfyr);Ulvenkrysset  (mot Helsfyr);Lokal;Viken;300;0;07:06:38;07:06:40;07:04:00;07:04:00;106;26
30020-2020-06-03T06:24:00+02:00;03/06/2020;Viken;Nordøst;Lørenskog;Bårlibakken;Ahus;Lokal;Viken;300;0;06:31:59;06:32:32;06:30:00;06:30:00;106;7
